id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5490841,Home in Azenhas do Mar · ★4.73 · 1 bedroom · 1 bed · 1 bath,11467198,Nelson,Sintra,Colares,38.84092,-9.46248,Entire home/apt,85,3,171,2023-05-25,1.71,1,306,28,51582/AL
5725563,Rental unit in Lisboa · ★4.64 · 1 bedroom · 2 beds · 1 bath,29686095,Sandra,Lisboa,Santa Maria Maior,38.71339,-9.13475,Entire home/apt,79,3,276,2023-05-27,2.78,4,254,28,9774/AL
5725814,Hostel in Lisboa · ★4.75 · 1 bedroom · 6 beds · 3 shared baths,29676067,Lookout Lisbon!,Lisboa,Misericrdia,38.71369,-9.14398,Shared room,34,1,59,2023-05-28,0.60,11,94,14,4494/AL
5847614,Rental unit in Lisboa · ★4.33 · 2 bedrooms · 2 beds · 1 bath,29705323,Marinho,Lisboa,Santa Maria Maior,38.71458,-9.13577,Entire home/apt,95,2,304,2023-05-31,3.05,10,144,64,
5850683,Rental unit in Lisboa · ★4.84 · 2 bedrooms · 3 beds · 2.5 baths,17457001,Joana,Lisboa,Misericrdia,38.70912,-9.14309,Entire home/apt,313,2,153,2023-04-25,1.55,43,315,21,35160/AL
5861319,Rental unit in Lisboa · ★4.50 · 2 bedrooms · 3 beds · 1 bath,24122117,Paulo,Lisboa,Areeiro,38.74306,-9.14316,Entire home/apt,82,2,8,2023-01-22,0.11,11,107,3,11274/AL
5862014,Rental unit in Lisboa · ★4.65 · 2 bedrooms · 4 beds · 1 bath,1029524,Luis,Lisboa,Santo Antnio,38.71698,-9.15024,Entire home/apt,137,2,173,2023-05-27,1.75,23,111,35,13557/AL
5490953,Rental unit in Cascais · ★4.84 · Studio · 1 bed · 1 bath,9723861,Maria,Cascais,Cascais e Estoril,38.70603,-9.42958,Entire home/apt,119,3,19,2023-05-03,0.20,2,356,2,
5495552,Rental unit in Lisboa · ★4.50 · 1 bedroom · 1 bed · 2.5 shared baths,25064934,Fernandes,Lisboa,Arroios,38.71686,-9.13857,Private room,51,3,220,2023-05-19,2.18,18,98,22,
5503886,Rental unit in Lisboa · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,2998591,Maria,Lisboa,Avenidas Novas,38.74302,-9.15547,Private room,33,2,216,2023-05-08,2.17,1,275,33,
5864833,Villa in Azenhas do Mar/Sintra/Lisboa · ★4.90 · 3 bedrooms · 5 beds · 2 baths,30454252,Jennifer E Joaquim,Sintra,Colares,38.83708,-9.45603,Entire home/apt,238,7,61,2022-08-20,0.64,1,64,6,55194/AL
5726255,Rental unit in Lisboa · ★4.59 · 3 bedrooms · 3 beds · 2 baths,29689044,Casa Azul,Lisboa,So Vicente,38.71679,-9.13249,Entire home/apt,140,3,54,2023-06-04,0.54,1,169,20,38863/AL
5728184,Rental unit in Lisboa · ★4.64 · 8 bedrooms · 13 beds · 2.5 baths,2681397,Central Hill Apartments,Lisboa,Santo Antnio,38.71984,-9.15244,Entire home/apt,587,1,193,2023-05-21,1.93,31,306,22,10359/AL
5729395,Rental unit in Lisboa · ★4.53 · 1 bedroom · 1 bed · 1 bath,29705323,Marinho,Lisboa,Santa Maria Maior,38.7133,-9.13251,Entire home/apt,82,2,281,2023-06-10,2.82,10,138,25,
5732621,Rental unit in Lisboa · ★4.83 · 1 bedroom · 1 bed · 1 bath,7610653,Fabíola And António,Lisboa,Santa Maria Maior,38.71526,-9.13717,Entire home/apt,136,3,152,2023-06-07,1.53,8,163,25,46663/AL
5736581,Rental unit in Lisboa · ★4.70 · 1 bedroom · 2 beds · 1 bath,6930224,Ana & Vitor,Lisboa,Santo Antnio,38.71714,-9.14531,Entire home/apt,110,2,326,2023-06-11,3.27,3,320,49,rnal9625/AL
5738054,Home in Arranhó · ★4.64 · 3 bedrooms · 4 beds · 2 baths,13830813,Suzana,Arruda Dos Vinhos,Arranh,38.98079,-9.1207,Entire home/apt,175,1,11,2022-07-17,0.15,2,205,1,
5510209,Rental unit in Lisboa · ★4.90 · 1 bedroom · 1 bed · 1 bath,22061173,Sonia,Lisboa,Santa Maria Maior,38.71271,-9.13444,Entire home/apt,60,2,246,2023-06-08,2.52,1,231,44,15373/AL
5753094,Rental unit in Lisboa · ★4.65 · 2 bedrooms · 2 beds · 1 bath,29845914,Diogo,Lisboa,Misericrdia,38.71283,-9.14524,Entire home/apt,159,2,253,2023-05-20,2.54,2,122,19,19074/AL
5870144,Condo in Lisboa · ★4.61 · 1 bedroom · 2 beds · 1 bath,11824183,Maddie,Lisboa,Santa Maria Maior,38.70941,-9.13546,Entire home/apt,110,2,259,2023-06-09,2.65,7,150,28,
5870241,Rental unit in Lisboa · ★4.87 · 4 bedrooms · 8 beds · 3.5 baths,13750296,Ana,Lisboa,Misericrdia,38.71096,-9.14495,Entire home/apt,571,3,309,2023-06-08,3.26,17,284,44,51789/AL
5878163,Rental unit in Sintra · ★4.73 · 1 bedroom · 1 bed · 1 bath,21011049,Viviane E Maria,Sintra,Algueiro-Mem Martins,38.79898,-9.33747,Entire home/apt,65,4,33,2023-05-26,0.34,2,111,21,
5515910,Loft in Lisboa · ★4.58 · 1 bedroom · 1 bed · 1 bath,8199985,Portas Do Sol,Lisboa,Santa Maria Maior,38.71145,-9.13246,Entire home/apt,185,3,31,2023-04-24,0.43,14,150,7,1839/AL
5517912,Rental unit in Lisboa · ★4.93 · 1 bedroom · 1 bed · 1 bath,5918228,Rita & Miguel,Lisboa,Santo Antnio,38.71876,-9.14333,Entire home/apt,110,2,362,2023-06-09,3.63,7,254,69,12743/AL
5518673,Rental unit in Lisboa · ★4.62 · 2 bedrooms · 3 beds · 2 baths,28621314,Maria,Lisboa,Santa Maria Maior,38.7097,-9.1327,Entire home/apt,140,3,43,2022-07-16,0.43,4,136,1,31535/AL
5883344,Rental unit in Lisboa · ★4.70 · 1 bedroom · 2 beds · 1 bath,29632595,Grinuy,Lisboa,Misericrdia,38.7102,-9.15143,Entire home/apt,65,2,396,2023-05-29,4.00,2,185,57,25435/AL
5883524,Castle in Lisbon · ★4.47 · 1 bedroom · 1 bed · 10 shared baths,17638903,Maria De Jesus,Lisboa,Arroios,38.7176,-9.13986,Private room,57,1,56,2023-05-15,0.57,46,346,25,
5883594,Home in A dos Cunhados · ★4.85 · 3 bedrooms · 6 beds · 3 baths,9106446,Wiigo,Torres Vedras,A dos Cunhados e Maceira,39.14919,-9.37019,Entire home/apt,165,3,26,2023-06-11,0.30,3,267,15,15885/AL
5883597,Castle in Lisboa · ★4.34 · 1 bedroom · 1 bed · 8 shared baths,17638903,Maria De Jesus,Lisboa,Arroios,38.71736,-9.13865,Private room,68,1,35,2023-04-23,0.37,46,357,12,
5753854,Rental unit in Lisboa · ★4.44 · 3 bedrooms · 3 beds · 2 baths,22192546,Tânia,Lisboa,Santa Maria Maior,38.71019,-9.13235,Entire home/apt,135,3,27,2023-05-20,0.27,41,45,19,35038/AL
5523812,Rental unit in Lisboa · ★4.86 · 1 bedroom · 1 bed · 1 bath,4861007,Pedro,Lisboa,So Vicente,38.7208,-9.13099,Entire home/apt,204,1,21,2022-10-03,0.25,29,227,6,
5525213,Condo in Lisboa · ★4.76 · 2 bedrooms · 3 beds · 2.5 baths,12811685,Ana Maria,Lisboa,Parque das Naes,38.76752,-9.09779,Entire home/apt,190,3,49,2023-05-07,0.50,2,185,8,16633-AL
5530726,Rental unit in Lisboa · ★4.52 · 1 bedroom · 1 bed · 2.5 shared baths,25064934,Fernandes,Lisboa,Arroios,38.71688,-9.13857,Private room,26,3,213,2023-05-27,2.14,18,63,33,
5532291,Rental unit in Lisboa · ★4.89 · 1 bedroom · 1 bed · 1 bath,28687909,Lisbon Avenue,Lisboa,Arroios,38.73406,-9.14083,Entire home/apt,131,3,341,2023-06-05,3.41,2,271,51,6450/AL
5755563,Rental unit in Lisboa · ★4.59 · 2 bedrooms · 4 beds · 2 baths,8368066,José Alexandre,Lisboa,So Vicente,38.72045,-9.12701,Entire home/apt,107,3,286,2023-05-23,2.87,1,114,53,45023/AL
5883693,Rental unit in Lisboa · ★4.94 · 2 bedrooms · 2 beds · 1 bath,9709069,Ricardo Jorge,Lisboa,Alvalade,38.75035,-9.14485,Entire home/apt,153,3,129,2023-06-09,1.48,1,304,21,49628/AL
5883731,Rental unit in Lisboa · ★4.83 · 2 bedrooms · 3 beds · 1 bath,727771,Susana,Lisboa,So Vicente,38.71564,-9.1221,Entire home/apt,82,5,151,2023-06-11,1.52,7,236,30,55607/AL
5533672,Rental unit in Lisboa · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,1341386,Massimiliano,Lisboa,Misericrdia,38.71356,-9.15073,Private room,60,3,90,2023-05-27,0.90,2,307,22,
5893264,Home in Carnaxide · ★4.75 · 4 bedrooms · 7 beds · 2 baths,9121404,Rui,Oeiras,Carnaxide e Queijas,38.72956,-9.24694,Entire home/apt,63,2,8,2022-05-29,0.10,2,1,0,14787/AL
5757871,Chalet in Casal Cochim · ★4.63 · 3 bedrooms · 4 beds · 4 baths,29869090,José,Torres Vedras,Silveira,39.11283,-9.37631,Entire home/apt,190,3,49,2023-04-09,0.51,1,233,10,64767/AL
5758143,Rental unit in Lisboa · ★4.44 · 1 bedroom · 1 bed · 1 bath,21019651,Elsa And Rui,Lisboa,Santa Maria Maior,38.71302,-9.12839,Entire home/apt,86,1,382,2023-06-08,3.83,34,331,42,50126/AL
6017947,Rental unit in Lisbon · ★4.92 · 1 bedroom · 1 bed · 1 bath,2405452,Joana & Abilio,Lisboa,Misericrdia,38.70921,-9.14263,Entire home/apt,150,4,148,2023-05-18,1.51,1,147,29,65195/AL
5758990,Guest suite in Lisboa · ★4.70 · 1 bedroom · 2 beds · 1 bath,2395266,Ana,Lisboa,Santa Maria Maior,38.71381,-9.13579,Entire home/apt,75,2,233,2023-05-26,2.35,1,237,21,57975/AL
5893367,Villa in Sintra · ★5.0 · 6 bedrooms · 10 beds · 4 baths,989960,Filipa,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80709,-9.43198,Entire home/apt,620,7,12,2022-07-24,0.12,1,219,1,8603/AL
6027662,Rental unit in Vila Franca de Xira · ★4.25 · 1 bedroom · 3 beds · 1 bath,24487383,Suites And Apartments,Vila Franca De Xira,Vila Franca de Xira,38.95244,-8.99252,Private room,90,1,4,2023-04-11,0.38,4,332,4,
5899881,Rental unit in Lisboa · ★4.95 · 1 bedroom · 2 beds · 1 bath,30642769,Courtesy,Lisboa,Santa Maria Maior,38.71315,-9.1422,Entire home/apt,129,4,224,2023-06-07,2.26,14,79,52,9996/AL
5901048,Rental unit in Lisboa · ★4.96 · 2 bedrooms · 2 beds · 1 bath,30642769,Courtesy,Lisboa,Santa Maria Maior,38.71309,-9.14219,Entire home/apt,181,4,284,2023-06-08,2.86,14,68,50,10282/AL
6030570,Condo in Lisboa · ★4.96 · 2 bedrooms · 3 beds · 1 bath,30151401,Carlos,Lisboa,Arroios,38.72141,-9.13366,Entire home/apt,80,3,310,2023-06-10,3.13,1,244,44,12069/AL
5760938,Rental unit in Lisboa · ★4.49 · 1 bedroom · 1 bed · 1 bath,5471155,Cristóvão,Lisboa,Misericrdia,38.71019,-9.14949,Entire home/apt,106,3,79,2023-06-01,0.92,11,284,13,18117/AL
5769351,Rental unit in Lisboa · ★4.67 · 4 bedrooms · 7 beds · 2 baths,2372087,Albertino,Lisboa,Arroios,38.72723,-9.13504,Entire home/apt,244,3,42,2023-05-08,0.43,60,263,4,11590/AL
5770153,Rental unit in Lisboa · ★4.70 · 1 bedroom · 1 bed · 1 bath,29686095,Sandra,Lisboa,Santa Maria Maior,38.71322,-9.13638,Entire home/apt,75,3,294,2023-05-30,2.97,4,253,41,9777/AL
5770770,Rental unit in Lisboa · ★4.68 · 2 bedrooms · 2 beds · 2 baths,4189583,Cheese & Wine,Lisboa,Santa Maria Maior,38.7131,-9.14006,Entire home/apt,234,1,280,2023-05-31,2.81,11,299,60,16547/AL
6036570,"Rental unit in Lisboa, Anjos · ★3.82 · 1 bedroom · 1 bed · 1 shared bath",30362084,Vânia,Lisboa,Arroios,38.72696,-9.13444,Private room,70,2,11,2021-09-03,0.11,2,365,0,
5902413,Rental unit in Lisbon · ★4.69 · 1 bedroom · 3 beds · 1 bath,30655569,Isabel,Lisboa,Alcntara,38.70563,-9.1808,Entire home/apt,38,3,133,2023-06-06,1.54,1,246,29,89510/AL
6038670,Guest suite in Estoril · ★4.86 · 1 bedroom · 1 shared bath,31339511,Ana Paula,Cascais,Cascais e Estoril,38.70539,-9.40305,Private room,68,3,132,2023-04-29,1.34,3,246,11,
5907699,Condo in Belas Clube de Campo · 5 bedrooms · 6 beds · 6 baths,30683918,Flavio,Sintra,Queluz e Belas,38.80727,-9.28298,Entire home/apt,1500,4,0,,,1,364,0,
5910669,Rental unit in Lisboa · ★4.54 · 4 bedrooms · 7 beds · 2 baths,2372087,Albertino,Lisboa,Arroios,38.72723,-9.13504,Entire home/apt,250,3,41,2023-01-02,0.42,60,293,6,11592/AL
5771322,Rental unit in Lisboa · ★4.85 · 1 bedroom · 1 bed · 1 bath,13530121,Isabel & Isa,Lisboa,So Vicente,38.71795,-9.12645,Entire home/apt,100,3,250,2023-03-30,2.54,6,270,34,12376/AL
5773479,Rental unit in Lisboa · ★4.70 · 1 bedroom · 2 beds · 1 bath,7833576,Catarina,Lisboa,Arroios,38.72493,-9.13776,Entire home/apt,60,2,75,2022-12-29,0.75,2,132,5,60969/AL
6039626,Rental unit in Lisboa · ★4.66 · 1 bedroom · 1 bed · 1 bath,8026998,Inês,Lisboa,Santa Maria Maior,38.71164,-9.13004,Entire home/apt,113,3,220,2023-06-01,2.23,4,71,46,13559/AL
6041358,Rental unit in Lisboa · ★4.23 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.7366,-9.12353,Entire home/apt,60,2,80,2022-09-12,0.83,15,135,1,16578/AL
5777816,Rental unit in Lisbon · ★3.89 · 7 bedrooms · 7 beds · 3 baths,29444462,Houze,Lisboa,Areeiro,38.7386,-9.12878,Entire home/apt,250,1,9,2021-08-10,0.09,24,0,0,21799/AL
5783808,Rental unit in Lisboa · ★4.96 · 2 bedrooms · 4 beds · 1 bath,28309203,Nuno & Susana,Lisboa,Santa Maria Maior,38.71705,-9.13625,Entire home/apt,105,2,352,2023-06-08,3.53,1,9,85,8543/AL
5789942,Rental unit in Lisbon · ★4.74 · 1 bedroom · 1 bed · 1 bath,21019651,Elsa And Rui,Lisboa,Misericrdia,38.71318,-9.14686,Entire home/apt,128,2,455,2023-06-05,4.58,34,326,63,50135/AL
5792733,Condo in Lisboa · ★4.55 · 1 bedroom · 2 beds · 1 bath,11824183,Maddie,Lisboa,So Vicente,38.71446,-9.12967,Entire home/apt,107,2,308,2023-06-07,3.14,7,153,33,
5923107,Rental unit in Lisboa · ★4.95 · 3 bedrooms · 4 beds · 2 baths,27465339,Pete And Michele,Lisboa,Misericrdia,38.71213,-9.14715,Entire home/apt,414,4,300,2023-06-05,3.14,1,19,30,41507/AL
5923221,Rental unit in Lisboa · ★4.46 · Studio · 1 bed · 1 bath,8199950,Carla,Lisboa,Santa Maria Maior,38.7135,-9.13182,Entire home/apt,75,2,303,2023-05-28,3.07,1,309,14,71915/AL
6043173,Rental unit in Lisboa · ★4.84 · 1 bedroom · 1 bed · 1 bath,29280967,Marta,Lisboa,Santo Antnio,38.72472,-9.15159,Entire home/apt,246,3,43,2023-05-31,0.47,1,362,10,27805/AL
6050011,Home in A dos Cunhados · ★4.69 · 5 bedrooms · 8 beds · 5 baths,31395821,Fátima,Torres Vedras,A dos Cunhados e Maceira,39.13669,-9.37618,Entire home/apt,311,1,45,2023-05-28,0.46,1,318,17,20488/AL
5924742,Guesthouse in Lisboa · ★4.48 · 1 bedroom · 3 beds · 3 shared baths,3108083,João,Lisboa,Santo Antnio,38.72303,-9.15333,Private room,100,2,81,2021-11-28,0.84,4,268,0,14422/AL
5926409,Home in Almoçageme · ★4.57 · 5 bedrooms · 6 beds · 4.5 baths,776635,Marisa,Sintra,Colares,38.81414,-9.4741,Entire home/apt,514,7,10,2021-09-07,0.10,7,129,0,
5793611,Rental unit in Lisboa · ★4.60 · 2 bedrooms · 2 beds · 1 bath,30056520,Sonya And Katy,Lisboa,Santa Maria Maior,38.71361,-9.12824,Entire home/apt,133,4,95,2023-06-05,0.96,3,85,30,
5794924,Rental unit in Lisboa · ★4.69 · 2 bedrooms · 1 bed · 1 shared bath,2077204,Inês & Duarte,Lisboa,Areeiro,38.74007,-9.13288,Private room,56,2,191,2022-11-07,1.92,3,202,2,
5799127,Rental unit in Lisboa · ★4.55 · 3 bedrooms · 3 beds · 1 bath,3250665,The Blue House,Lisboa,Misericrdia,38.70899,-9.14726,Entire home/apt,83,2,86,2023-05-31,0.86,11,180,25,21054/AL
5802721,Rental unit in Lisboa · ★4.87 · 2 bedrooms · 3 beds · 2 baths,914126,Martin,Lisboa,Santa Maria Maior,38.71098,-9.13612,Entire home/apt,205,1,152,2023-06-01,1.52,16,130,31,29993/AL
5803348,Hostel in Lisboa · ★4.89 · 1 bedroom · 9 beds · 3 shared baths,29676067,Lookout Lisbon!,Lisboa,Misericrdia,38.71372,-9.14319,Shared room,32,1,57,2023-04-14,0.57,11,91,12,4494/AL
6252320,Rental unit in Lisboa · ★4.84 · 2 bedrooms · 3 beds · 1 bath,5691663,Alexandra Pedro And Team,Lisboa,Santa Maria Maior,38.71232,-9.12789,Entire home/apt,152,2,306,2023-06-05,3.11,88,278,33,15163/AL
6051887,Bed and breakfast in Ribeira de Ilhas · 1 bedroom · 1 bed · 1 private bath,2434943,Angela,Mafra,Santo Isidoro,38.99063,-9.4087,Private room,140,2,1,2015-09-09,0.01,4,77,0,
6052153,Bed and breakfast in Ericeira · 1 bedroom · 1 bed · 1 private bath,2434943,Angela,Mafra,Santo Isidoro,38.99049,-9.41188,Private room,140,2,2,2018-10-26,0.02,4,78,0,
6052851,Bed and breakfast in Ericeira · 1 bedroom · 1 bed · 1 private bath,2434943,Angela,Mafra,Santo Isidoro,38.99067,-9.41078,Private room,140,2,0,,,4,92,0,
6063034,Home in Cascais · ★4.73 · 3 bedrooms · 4 beds · 1 bath,31469693,Rosa E Sandra,Cascais,Cascais e Estoril,38.69919,-9.42139,Entire home/apt,145,7,45,2022-08-20,0.47,1,197,3,16227
6256296,Home in Lisboa · ★4.84 · 4 bedrooms · 5 beds · 1 bath,1420349,João,Lisboa,Avenidas Novas,38.73492,-9.15608,Entire home/apt,150,4,75,2023-05-02,0.77,1,262,13,nº982738
6256503,Rental unit in Lisboa · ★4.53 · 2 bedrooms · 4 beds · 1 bath,2101702,João,Lisboa,Santo Antnio,38.71699,-9.15046,Entire home/apt,219,4,444,2023-06-08,4.51,14,63,61,19741/AL
5926739,Rental unit in Lisboa · ★4.77 · 2 bedrooms · 3 beds · 1 bath,30773699,Sandra,Lisboa,Arroios,38.72021,-9.13547,Entire home/apt,45,2,291,2023-06-12,2.97,2,1,33,26452/AL
5935243,Rental unit in Vila Franca de Xira · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,24487383,Suites And Apartments,Vila Franca De Xira,Vila Franca de Xira,38.95413,-8.99266,Shared room,23,1,23,2023-05-06,0.29,4,351,20,292/AL
6064585,Home in Colares · ★4.90 · 2 bedrooms · 4 beds · 1 bath,31478347,Rodrigo,Sintra,Colares,38.80071,-9.44188,Entire home/apt,97,3,108,2023-06-11,1.10,1,65,14,26852-AL
6070304,Rental unit in Estoril · ★4.69 · 2 bedrooms · 4 beds · 1 bath,31509699,Bernardo,Cascais,Cascais e Estoril,38.69936,-9.37329,Entire home/apt,150,5,68,2022-07-02,0.69,2,67,1,
5939162,Villa in Santo Isidoro · ★4.88 · 3 bedrooms · 6 beds · 2 baths,30829625,Susana,Mafra,Santo Isidoro,38.99574,-9.41362,Entire home/apt,180,5,8,2022-08-12,0.08,4,103,1,
6259697,Rental unit in Lisboa · ★4.97 · 1 bedroom · 3 beds · 1 bath,32522408,Vitor,Lisboa,Santa Maria Maior,38.71209,-9.13612,Entire home/apt,130,3,375,2023-06-09,3.83,1,243,71,11392/AL
6261754,Bed and breakfast in Lisboa · ★4.28 · 1 bedroom · 1 bed · 4 shared baths,515924,Joel,Lisboa,Santa Maria Maior,38.71292,-9.13806,Private room,88,2,25,2023-01-02,0.25,10,165,7,
6265052,Townhouse in Terrugem · ★4.89 · 2 bedrooms · 4 beds · 1 bath,29871566,Carmen,Sintra,So Joo das Lampas e Terrugem,38.84827,-9.34181,Entire home/apt,131,6,64,2022-08-08,0.66,2,313,5,
6265525,Castle in Lisboa · ★4.39 · 1 bedroom · 1 bed · 10 shared baths,17638903,Maria De Jesus,Lisboa,Arroios,38.7176,-9.14005,Private room,72,1,34,2023-05-10,0.36,46,357,16,
6265785,Bed and breakfast in Lourinhã · 1 bedroom · 3 beds · 1 private bath,17235600,The Maverick Surfvillas,Lourinh,Lourinh e Atalaia,39.26806,-9.28198,Private room,75,1,2,2022-09-11,0.04,11,91,1,8861-2755-7645
6266778,Castle in Lisboa · ★4.44 · 1 bedroom · 1 bed · 10 shared baths,17638903,Maria De Jesus,Lisboa,Arroios,38.71928,-9.13983,Private room,62,1,63,2023-05-20,0.64,46,354,18,
6071274,Rental unit in Lisboa · ★4.31 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73642,-9.12345,Entire home/apt,75,2,63,2023-06-11,0.70,15,294,18,16578/AL
6071516,Rental unit in Lisboa · ★4.38 · 1 bedroom · 2 beds · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73639,-9.12383,Entire home/apt,60,2,104,2023-05-26,1.23,15,285,34,16540/AL
6073391,Rental unit in Lisboa · ★4.20 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.7378,-9.12406,Entire home/apt,76,3,71,2023-05-18,0.82,15,285,12,16540/AL
6073542,Rental unit in Lisboa · ★4.20 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73802,-9.12248,Entire home/apt,80,3,67,2023-06-05,0.69,15,302,26,16333/AL
6073971,Rental unit in Lisboa · ★4.30 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73626,-9.12403,Entire home/apt,77,2,178,2023-05-27,1.84,15,261,32,16372/AL
6074202,Rental unit in Lisboa · ★4.22 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73686,-9.12203,Entire home/apt,80,2,109,2023-06-05,1.14,15,284,24,16372/AL
6074405,Rental unit in Lisboa · ★4.38 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73636,-9.12268,Entire home/apt,50,3,8,2022-11-01,0.09,15,198,3,16333/AL
6074525,Rental unit in Lisboa · ★4.30 · 1 bedroom · 1 bed · 1 bath,31352532,Sofia.Jorge,Lisboa,Beato,38.73807,-9.12407,Entire home/apt,73,3,104,2023-05-09,1.20,15,294,23,16372/AL
6075384,Condo in Santo Isidoro - Ribamar - Ericeira · 2 bedrooms · 3 beds · 1 bath,31529108,Quinta,Mafra,Santo Isidoro,39.00816,-9.40385,Entire home/apt,150,5,0,,,4,54,0,10859/AL
5943793,Rental unit in Lisboa · ★4.90 · 1 bedroom · 1 bed · 1 bath,30856093,Camila,Lisboa,Misericrdia,38.70921,-9.14694,Entire home/apt,95,3,246,2023-06-08,2.48,1,137,42,44124/AL
6077157,Bed and breakfast in São Bartolomeu de Galegos · 1 bedroom · 2 beds · 1 bath,17235600,The Maverick Surfvillas,Lourinh,Lourinh e Atalaia,39.269,-9.28244,Hotel room,75,1,1,2015-05-05,0.01,11,60,0,8861-2755-7645
6082555,Rental unit in Lisboa · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,4047048,Samuel & Carla,Lisboa,Santo Antnio,38.71782,-9.15319,Entire home/apt,93,3,209,2023-05-28,2.13,2,167,32,47899/AL
5945119,Rental unit in Lisboa · ★4.51 · 1 bedroom · 1 bed · 1 bath,20505600,Christel,Lisboa,Santa Maria Maior,38.71199,-9.12891,Entire home/apt,57,2,216,2023-05-15,2.22,5,221,31,86667/AL
5950923,Home in Ericeira · ★4.38 · 3 bedrooms · 4 beds · 2.5 baths,3953109,Feels Like Home,Mafra,Ericeira,38.97259,-9.4176,Entire home/apt,137,1,24,2023-05-29,0.52,312,293,11,27209/AL
6267965,Home in Carvoeira · ★4.50 · 4 bedrooms · 5 beds · 2 baths,32572989,Jose,Mafra,Carvoeira,38.94789,-9.4101,Entire home/apt,133,6,10,2022-09-15,0.10,1,98,1,
6083222,Rental unit in Sintra · ★4.85 · 2 bedrooms · 4 beds · 1 bath,4173201,Burghard,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79693,-9.39177,Entire home/apt,100,2,241,2023-05-26,2.52,5,329,42,
6087713,Rental unit in Lisboa · ★4.93 · 2 bedrooms · 3 beds · 1 bath,31274106,Cláudia,Lisboa,Arroios,38.72899,-9.13885,Entire home/apt,70,5,122,2022-09-30,1.23,1,0,2,31591/AL
6270164,Rental unit in Lisboa · ★4.87 · 3 bedrooms · 7 beds · 1 bath,30424774,Tânia,Lisboa,Santa Maria Maior,38.71606,-9.13322,Entire home/apt,135,7,176,2023-05-27,1.79,5,262,24,10383/AL
6273183,Rental unit in Lisboa · ★4.50 · 2 bedrooms · 3 beds · 1 bath,15262500,Andre And Diogo,Lisboa,Parque das Naes,38.77145,-9.10417,Entire home/apt,148,1,150,2023-04-20,1.56,26,317,13,19688/AL
6273442,Rental unit in Lisboa · ★4.89 · 2 bedrooms · 2 beds · 1 bath,14743255,Carlota,Lisboa,So Vicente,38.71713,-9.12949,Entire home/apt,77,180,143,2020-03-15,1.49,2,0,0,12985/AL
6276068,Rental unit in Lisboa · ★4.72 · 3 bedrooms · 6 beds · 2 baths,2396258,Paula And Eduardo,Lisboa,So Vicente,38.713146,-9.125696,Entire home/apt,341,1,217,2023-06-01,2.21,12,258,28,12808/AL
6279914,Tiny home in Praia das Maçãs - Colares - Sintra · ★4.92 · 4 bedrooms · 3 beds · 1 bath,5579298,Álvaro,Sintra,Colares,38.82785,-9.46725,Entire home/apt,70,3,13,2022-10-03,0.15,6,149,3,SM 43012/2014
6090615,Rental unit in Lisboa · ★4.42 · 1 bedroom · 2 beds · 1 bath,15814568,Ana,Lisboa,Estrela,38.71043,-9.1534,Entire home/apt,160,1,159,2023-05-29,1.79,6,287,57,
6280565,Rental unit in Lisboa · ★4.87 · 3 bedrooms · 4 beds · 2 baths,32028521,Felicidade,Lisboa,Santa Maria Maior,38.71281,-9.13259,Entire home/apt,112,3,338,2023-06-10,3.45,3,160,49,21755/AL
5952783,Rental unit in Lisboa · ★4.89 · 2 bedrooms · 4 beds · 1 bath,25153166,Annick,Lisboa,Misericrdia,38.71126,-9.15235,Entire home/apt,180,3,117,2023-01-14,1.21,1,227,5,1500/AL
5954601,Villa in Ericeira · ★4.88 · 1 bedroom · 2 beds · 1 bath,30829625,Susana,Mafra,Santo Isidoro,38.99677,-9.41379,Private room,65,3,8,2022-08-02,0.08,4,55,3,
5955428,Rental unit in Lisboa · ★4.25 · 1 bedroom · 1 bed · 1 bath,5591174,Patricia,Lisboa,Santa Maria Maior,38.71265,-9.12507,Entire home/apt,75,3,4,2022-09-24,0.38,1,267,4,
